MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
200000013,2024-06-01T15:30:00,31.38071,32.33625,10.0,65.3,65,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T15:30:00,32.59751,31.50213,6.1,124.5,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T15:30:00,33.55579,32.38261,11.9,257.1,257,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000029,2024-06-01T15:30:00,32.93757,33.96419,11.8,74.1,74,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T15:30:00,33.68755,33.03299,10.8,292.0,292,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T15:30:00,31.0389,34.01458,10.2,138.7,138,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T15:30:00,30.88617,36.01888,7.4,104.7,104,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T15:30:00,30.90159,36.56135,10.1,347.7,347,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T15:30:00,33.68707,33.98476,8.2,161.1,161,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T15:30:00,30.87521,31.29633,12.1,234.9,234,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T15:36:00,31.18573,30.40915,10.9,28.5,28,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T15:36:00,31.53058,34.34413,7.7,117.3,117,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T15:36:00,32.86035,35.07259,14.6,39.2,39,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T15:36:00,32.74502,34.4457,5.2,227.7,227,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T15:36:00,31.38608,32.354,9.8,68.7,68,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T15:36:00,32.59117,31.51089,6.4,125.7,125,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T15:36:00,33.55063,32.35817,12.0,255.5,255,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000029,2024-06-01T15:36:00,32.94321,33.98671,11.5,71.0,71,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T15:36:00,33.6937,33.01366,10.9,295.2,295,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T15:36:00,31.02657,34.02792,10.5,135.3,135,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T15:36:00,30.88368,36.03188,7.2,103.8,103,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T15:36:00,30.91963,36.55767,10.6,348.4,348,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T15:36:00,33.67495,33.99044,7.8,160.4,160,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T15:36:00,30.86322,31.27763,11.8,231.7,231,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T15:42:00,31.20155,30.42035,11.1,27.6,27,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T15:42:00,31.5256,34.35603,7.0,115.5,115,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T15:42:00,32.87934,35.0885,14.7,42.5,42,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T15:42:00,32.73843,34.43788,5.2,230.2,230,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T15:42:00,31.39276,32.37189,10.2,63.9,63,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T15:42:00,32.58454,31.52063,6.1,127.6,127,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T15:42:00,33.5469,32.3337,12.0,259.6,259,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000028,2024-06-01T15:42:00,30.96916,32.35767,7.0,184.0,184,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T15:42:00,32.9495,34.00776,11.5,69.8,69,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T15:42:00,33.70064,32.99311,10.3,290.6,290,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T15:42:00,31.01462,34.04254,10.2,136.3,136,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T15:42:00,30.88104,36.0457,7.4,102.2,102,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T15:42:00,30.93618,36.55461,10.5,351.2,351,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T15:42:00,33.66196,33.99505,7.7,161.1,161,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T15:42:00,30.85142,31.2582,11.8,232.9,232,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T15:48:00,31.21706,30.43178,11.0,30.8,30,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T15:48:00,31.51894,34.36912,7.1,116.6,116,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T15:48:00,32.89767,35.10697,14.3,42.2,42,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T15:48:00,32.73346,34.43078,4.7,225.9,225,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T15:48:00,31.39991,32.38859,10.0,63.6,63,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T15:48:00,32.57781,31.53233,6.8,124.9,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T15:48:00,33.5432,32.30958,12.0,255.0,255,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000023,2024-06-01T15:48:00,31.64391,34.6515,11.8,42.0,42,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T15:48:00,30.95621,32.35643,7.6,186.9,186,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T15:48:00,32.95648,34.02992,11.3,69.5,69,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T15:48:00,33.70719,32.97434,10.4,291.9,291,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T15:48:00,31.00291,34.05656,10.1,138.7,138,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T15:48:00,30.87807,36.05933,7.3,106.0,106,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T15:48:00,30.95235,36.55266,10.5,351.4,351,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T15:48:00,33.65015,34.00157,7.8,161.1,161,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T15:48:00,30.83974,31.239,12.3,237.1,237,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T15:54:00,31.23455,30.44126,11.5,31.8,31,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T15:54:00,31.51266,34.38332,7.1,119.9,119,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T15:54:00,32.91647,35.12578,14.1,37.4,37,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T15:54:00,32.72726,34.42334,5.1,228.7,228,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T15:54:00,31.4079,32.40714,10.1,65.9,65,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T15:54:00,32.5738,31.54258,6.5,125.4,125,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T15:54:00,33.53739,32.28567,12.3,260.1,260,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000020,2024-06-01T15:54:00,31.69062,33.63275,5.5,103.9,103,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000023,2024-06-01T15:54:00,31.65805,34.66596,11.7,40.3,40,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T15:54:00,30.94406,32.35583,7.4,187.4,187,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T15:54:00,32.96218,34.0517,11.9,74.6,74,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T15:54:00,33.71447,32.95521,10.3,295.8,295,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T15:54:00,30.98982,34.06919,10.5,136.5,136,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T15:54:00,30.87463,36.07235,6.7,101.7,101,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T15:54:00,30.97092,36.5475,10.3,348.0,348,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T15:54:00,33.63582,34.0062,8.3,160.4,160,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T15:54:00,30.82908,31.22147,12.3,236.3,236,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T16:00:00,31.25032,30.4531,11.1,31.7,31,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T16:00:00,31.50773,34.39522,7.0,120.3,120,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T16:00:00,32.93426,35.14505,14.0,42.4,42,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T16:00:00,32.72188,34.41562,4.7,225.5,225,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T16:00:00,31.41385,32.42649,10.0,65.6,65,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T16:00:00,32.56635,31.55312,6.5,125.8,125,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T16:00:00,33.53393,32.26199,12.0,256.3,256,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000020,2024-06-01T16:00:00,31.68707,33.64239,5.7,109.2,109,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000023,2024-06-01T16:00:00,31.67174,34.68124,11.8,44.9,44,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T16:00:00,30.93266,32.3534,7.5,187.5,187,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T16:00:00,32.9678,34.07442,11.4,72.5,72,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T16:00:00,33.72116,32.93569,10.5,295.5,295,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T16:00:00,30.97852,34.08264,10.6,136.8,136,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T16:00:00,30.87217,36.08485,7.2,102.6,102,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T16:00:00,30.98733,36.54417,10.1,348.4,348,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T16:00:00,33.62371,34.01035,7.7,163.7,163,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T16:00:00,30.81623,31.20208,12.2,231.4,231,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T16:06:00,31.26701,30.46165,10.9,29.8,29,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T16:06:00,31.50193,34.40777,7.1,117.9,117,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T16:06:00,32.95344,35.16438,14.5,42.9,42,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T16:06:00,32.71662,34.40869,5.1,225.9,225,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T16:06:00,31.42208,32.44284,10.1,68.9,68,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T16:06:00,32.56,31.5642,6.3,125.4,125,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T16:06:00,33.53004,32.23862,12.5,257.9,257,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000020,2024-06-01T16:06:00,31.68682,33.6535,5.9,107.2,107,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000023,2024-06-01T16:06:00,31.68662,34.69876,11.8,45.6,45,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T16:06:00,30.91951,32.35307,7.2,182.7,182,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T16:06:00,32.97304,34.09529,11.9,73.1,73,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T16:06:00,33.7283,32.9161,10.6,293.5,293,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T16:06:00,30.96561,34.09634,10.2,136.9,136,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T16:06:00,30.86976,36.1006,6.9,101.4,101,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T16:06:00,31.00389,36.54205,10.0,353.5,353,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T16:06:00,33.61103,34.01557,7.7,158.9,158,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T16:06:00,30.80469,31.18265,11.6,234.7,234,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T16:12:00,31.28176,30.47291,11.4,31.1,31,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T16:12:00,31.49634,34.41997,7.6,120.3,120,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T16:12:00,32.97066,35.18204,14.8,37.1,37,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T16:12:00,32.71125,34.40228,5.2,229.3,229,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T16:12:00,31.42771,32.46067,10.1,64.2,64,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T16:12:00,32.55434,31.57481,6.7,126.3,126,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T16:12:00,33.52631,32.2135,12.3,257.7,257,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000016,2024-06-01T16:12:00,32.10799,30.26233,15.4,276.3,276,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000020,2024-06-01T16:12:00,31.68333,33.66312,5.5,104.5,104,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000023,2024-06-01T16:12:00,31.7006,34.71281,11.8,40.9,40,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T16:12:00,30.90737,32.35078,7.6,182.7,182,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T16:12:00,32.9796,34.11534,11.8,73.4,73,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T16:12:00,33.7351,32.89615,10.9,291.1,291,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T16:12:00,30.95358,34.10963,10.0,137.6,137,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T16:12:00,30.86658,36.11306,7.3,104.6,104,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T16:12:00,31.02059,36.53842,10.3,349.1,349,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T16:12:00,33.59839,34.0206,8.1,159.8,159,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T16:12:00,30.79362,31.16354,12.4,232.3,232,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T16:18:00,31.29912,30.48342,11.4,26.8,26,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T16:18:00,31.49093,34.43171,7.1,119.1,119,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T16:18:00,32.9902,35.20031,14.4,39.4,39,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T16:18:00,32.70608,34.39434,4.9,228.8,228,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T16:18:00,31.43501,32.47928,10.4,64.9,64,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T16:18:00,32.54727,31.58536,6.5,125.4,125,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T16:18:00,33.52086,32.19069,12.5,257.7,257,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000016,2024-06-01T16:18:00,32.11185,30.23212,15.2,280.4,280,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000020,2024-06-01T16:18:00,31.67997,33.67335,5.3,103.6,103,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000023,2024-06-01T16:18:00,31.7148,34.72814,11.5,43.8,43,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T16:18:00,30.89566,32.35026,7.5,186.2,186,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T16:18:00,32.98534,34.13867,11.8,74.0,74,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T16:18:00,33.7416,32.87714,10.3,295.5,295,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T16:18:00,30.94029,34.12516,9.9,136.9,136,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T16:18:00,30.86361,36.12788,6.9,106.0,106,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T16:18:00,31.03691,36.53528,9.9,350.8,350,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T16:18:00,33.58538,34.02596,7.9,164.4,164,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T16:18:00,30.78139,31.14556,11.7,232.8,232,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T16:24:00,31.31586,30.49414,11.1,28.1,28,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T16:24:00,31.48581,34.44609,7.1,114.9,114,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T16:24:00,33.00789,35.21781,14.3,42.5,42,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T16:24:00,32.69984,34.38859,4.8,226.1,226,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T16:24:00,31.44032,32.49581,9.9,67.0,67,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T16:24:00,32.54176,31.59579,6.8,123.9,123,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T16:24:00,33.51589,32.16638,11.9,257.6,257,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000016,2024-06-01T16:24:00,32.11721,30.20189,15.7,276.0,276,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000020,2024-06-01T16:24:00,31.67785,33.68413,5.3,107.6,107,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000023,2024-06-01T16:24:00,31.72869,34.74339,11.1,43.7,43,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T16:24:00,30.88223,32.34929,7.5,184.0,184,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T16:24:00,32.99122,34.16129,11.4,70.7,70,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T16:24:00,33.74843,32.85825,10.2,293.9,293,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T16:24:00,30.92902,34.13861,10.1,133.7,133,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T16:24:00,30.86112,36.13876,7.0,104.3,104,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T16:24:00,31.05427,36.53128,10.6,350.9,350,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T16:24:00,33.57294,34.03156,8.2,160.2,160,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-01T16:24:00,30.76983,31.12668,11.9,236.9,236,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-06-01T16:30:00,31.33154,30.50489,10.9,31.9,31,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000004,2024-06-01T16:30:00,31.47938,34.45857,7.7,115.5,115,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000008,2024-06-01T16:30:00,33.0257,35.23697,14.8,38.7,38,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-06-01T16:30:00,32.69363,34.37919,5.4,227.4,227,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000013,2024-06-01T16:30:00,31.44749,32.51452,10.0,67.3,67,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-01T16:30:00,32.53554,31.60576,6.3,127.5,127,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000015,2024-06-01T16:30:00,33.5123,32.14219,12.1,258.9,258,MV SYNTH-015,IMO9235778,NZHZ,70,0,100,13,13.3,Cargo,A
200000016,2024-06-01T16:30:00,32.12004,30.17293,15.0,278.3,278,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000020,2024-06-01T16:30:00,31.67541,33.69513,5.8,107.5,107,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000023,2024-06-01T16:30:00,31.74268,34.7587,11.2,40.2,40,MV SYNTH-023,IMO9230631,LNOI,70,0,196,26,12.2,Cargo,A
200000028,2024-06-01T16:30:00,30.86942,32.34789,7.7,186.2,186,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-06-01T16:30:00,32.9966,34.18234,11.4,72.2,72,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000032,2024-06-01T16:30:00,33.75542,32.83925,10.3,295.1,295,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-06-01T16:30:00,30.91622,34.15192,9.9,138.2,138,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000036,2024-06-01T16:30:00,30.85924,36.15217,7.5,104.4,104,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-01T16:30:00,31.07149,36.52964,10.1,350.4,350,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-01T16:30:00,33.55957,34.03653,7.6,161.1,161,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
